year,title,clean_test,binary,intgross_2013
2008,Indiana Jones and the Kingdom of the Crystal Skull,notalk,FAIL,851257517
2008,Inkheart,ok,PASS,62826552
2008,Iron Man,men,FAIL,630352749
2008,Journey to the Center of the Earth,notalk,FAIL,260720275
2008,Jumper,notalk,FAIL,241465674
2008,Kung Fu Panda,notalk,FAIL,683889160
2008,L&aring;t den r&auml;tte komma in (Let the Right One In),notalk,FAIL,13255131
2008,Made of Honor,men,FAIL,115313044
2008,Max Payne,ok,PASS,92816237
2008,Meet Dave,notalk,FAIL,54814990
2008,Milk,notalk,FAIL,62006112
2008,Miracle at St. Anna,men,FAIL,9859851
2008,Nick and Norah&#39;s Infinite Playlist,ok,PASS,36303849
2008,Nim&#39;s Island,ok,PASS,101820495
2008,Pineapple Express,men,FAIL,109902346
2008,Pontypool,nowomen,FAIL,34541
2008,Possession,ok,PASS,16023683
2008,Prom Night,ok,PASS,61807319
2008,Quantum of Solace,notalk,FAIL,640362486
2008,Quarantine,ok,PASS,44688323
2008,Rachel Getting Married,ok,PASS,14423083
2008,Revolutionary Road,ok,PASS,86109680
2008,RocknRolla,notalk,FAIL,30080599
2008,Seven Pounds,ok,PASS,180322655
2008,Sex and the City,ok,PASS,449403966
2008,Slumdog Millionaire,notalk,FAIL,416148834
2008,Speed Racer,ok,PASS,101076746
2008,Stargate: The Ark of Truth,dubious,FAIL,0
2008,Step Brothers,notalk,FAIL,139036162
2008,Sunshine Cleaning,ok,PASS,17816707
2008,"Synecdoche, New York",dubious,FAIL,4744112
2008,Taken,ok,PASS,245608963
2008,The Bank Job,ok,PASS,71583685
2008,The Brothers Bloom,dubious,FAIL,5986778
2008,The Chronicles of Narnia: Prince Caspian,ok,PASS,453996009
2008,The Curious Case of Benjamin Button,dubious,FAIL,356938225
2008,The Dark Knight,dubious,FAIL,1085385502
2008,The Day the Earth Stood Still,ok,PASS,252238208
2008,The Eye,ok,PASS,61600619
2008,The Forbidden Kingdom,notalk,FAIL,139692526
2008,The House Bunny,ok,PASS,76014858
2008,The Hurt Locker,notalk,FAIL,53998338
2008,The Incredible Hulk,notalk,FAIL,285085699
2008,The Lucky Ones,ok,PASS,288927
2008,The Other Boleyn Girl,ok,PASS,84107503
2008,The Reader,notalk,FAIL,122315840
2008,The Secret Life of Bees,ok,PASS,43272961
2008,The Sisterhood of the Traveling Pants 2,ok,PASS,47911629
2008,The Strangers,dubious,FAIL,89883201
2008,The Tale of Despereaux,ok,PASS,97925059
2008,The Women,ok,PASS,54225162
2008,The Wrestler,notalk,FAIL,50470238
2008,Three Kingdoms: Resurrection of the Dragon,notalk,FAIL,23960711
2008,Transsiberian,ok,PASS,6904335
2008,Tropic Thunder,nowomen,FAIL,203641087
2008,Twilight,ok,PASS,430655689
2008,Valkyrie,notalk,FAIL,220674342
2008,Vicky Cristina Barcelona,ok,PASS,113100998
2008,WALL-E,notalk,FAIL,576399965
2008,Waltz with Bashir,nowomen,FAIL,12040820
2008,Wanted,notalk,FAIL,370582375
2008,"Welcome Home, Roscoe Jenkins",dubious,FAIL,47194630
2008,Wendy and Lucy,ok,PASS,1532525
2008,What Happens In Vegas,ok,PASS,236511649
2008,Yes Man,notalk,FAIL,244580160
2007,[Rec],ok,PASS,30468201
2007,1408,ok,PASS,147480104
2007,28 Weeks Later,ok,PASS,72168247
2007,3:10 to Yuma,nowomen,FAIL,79964640
2007,30 Days of Night,men,FAIL,90193752
2007,88 Minutes,notalk,FAIL,37026824
2007,Across the Universe,ok,PASS,32995262
2007,Atonement,ok,PASS,146285687
2007,Becoming Jane,ok,PASS,44228231
2007,Beowulf,ok,PASS,219085603
2007,Blades of Glory,ok,PASS,163581806
2007,Bridge to Terabithia,ok,PASS,155031909
2007,Brooklyn Rules,ok,PASS,514844
2007,Charlie Bartlett,men,FAIL,5950184
2007,Charlie Wilson&#39;s War,ok,PASS,134277795
2007,Death at a Funeral,ok,PASS,55028051
2007,Diary of the Dead,ok,PASS,6060896
2007,Disturbia,ok,PASS,132098426
2007,Eastern Promises,ok,PASS,62207616
2007,Enchanted,ok,PASS,382436383
2007,Fantastic Four: Rise of the Silver Surfer,dubious,FAIL,323822443
2007,Gone Baby Gone,ok,PASS,38896737
2007,Hairspray,ok,PASS,227935344
2007,Halloween,ok,PASS,87090800
2007,Hannibal Rising,notalk,FAIL,90538854
2007,Harry Potter and the Order of the Phoenix,ok,PASS,1059438513
2007,Hitman,nowomen,FAIL,112315914
2007,Hostel: Part II,ok,PASS,37758262
2007,Hot Fuzz,notalk,FAIL,91841386
2007,Hot Rod,notalk,FAIL,16105323
2007,I Am Legend,ok,PASS,657733649
2007,Into the Wild,notalk,FAIL,63362472
2007,Juno,ok,PASS,260044254
2007,Knocked Up,ok,PASS,246229599
2007,Lars and the real Girl,ok,PASS,11857251
2007,Live Free or Die Hard,notalk,FAIL,430914277
2007,Michael Clayton,men,FAIL,104475669
2007,Music and Lyrics,men,FAIL,162937935
2007,No Country for Old Men,dubious,FAIL,184318713
2007,No Reservations,ok,PASS,102990511
2007,Paranormal Activity,dubious,FAIL,218173082
2007,Persepolis,ok,PASS,25552185
2007,Pirates of the Caribbean: At World&#39;s End,ok,PASS,1079721346
2007,Premonition,ok,PASS,91525361
2007,Ratatouille,nowomen,FAIL,703955827
2007,Resident Evil: Extinction,ok,PASS,164220396
2007,Rush Hour 3,notalk,FAIL,284285677
2007,Shooter,notalk,FAIL,107527136
2007,Shrek the Third,ok,PASS,907071412
2007,St. Trinian&#39;s,ok,PASS,25219695
2007,Stardust,ok,PASS,152303819
2007,Sunshine,notalk,FAIL,35987783
2007,Superbad,notalk,FAIL,190848721
2007,Sydney White,ok,PASS,15321020
2007,Teeth,dubious,FAIL,2641047
2007,The Bucket List,notalk,FAIL,195845194
2007,The Golden Compass,ok,PASS,418222056
2007,The Kite Runner,nowomen,FAIL,83345293
2007,The Man from Earth,notalk,FAIL,0
2007,The Messengers,ok,PASS,60418363
2007,The Mist,ok,PASS,61544892
2007,The Number 23,notalk,FAIL,87179297
2007,The Savages,ok,PASS,11956776
2007,The Signal,men,FAIL,456495
2007,The Simpsons Movie,ok,PASS,592187212
2007,The Visitor,dubious,FAIL,21543741
2007,There Will Be Blood,nowomen,FAIL,86747344
2007,TMNT,notalk,FAIL,107968055
2007,Transformers,notalk,FAIL,795775055
2007,Tropa de Elite,ok,PASS,16088238
2007,Waitress,ok,PASS,24961971
2007,We Own the Night,nowomen,FAIL,62140782
2007,White Noise 2: The Light,notalk,FAIL,9262006
2006,300,nowomen,FAIL,524918705
2006,A Scanner Darkly,notalk,FAIL,8558769
2006,Akeelah and the Bee,ok,PASS,21913233
2006,Aquamarine,ok,PASS,26558990
2006,Bandidas,ok,PASS,21266653
2006,Black Christmas,ok,PASS,18765207
2006,Blood Diamond,notalk,FAIL,198077969
2006,"Bon Cop, Bad Cop",notalk,FAIL,14645442
2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,notalk,FAIL,302324822
2006,Bug,ok,PASS,8098328
2006,Cars,notalk,FAIL,533594150
2006,Casino Royale,notalk,FAIL,689276488
2006,Children of Men,ok,PASS,80270290
2006,Clerks II,dubious,FAIL,29928737
2006,Crank,nowomen,FAIL,50768266
2006,Das Leben Der Anderen,nowomen,FAIL,93847250
2006,DOA: Dead or Alive,ok,PASS,8964615
2006,El laberinto del fauno (Pan's Labyrinth),ok,PASS,100602327
2006,Eragon,notalk,FAIL,288357452
2006,Fido,men,FAIL,485204
2006,Final Destination 3,ok,PASS,130371575
2006,Flushed Away,nowomen,FAIL,205345335
2006,For Your Consideration,ok,PASS,6414581
2006,Friends with Money,ok,PASS,20247613
2006,Ice Age: The Meltdown,notalk,FAIL,753462808
2006,Idlewild,ok,PASS,14643840
2006,Inside Man,dubious,FAIL,213399577
2006,Jackass Number Two,notalk,FAIL,98564824
2006,Lady in the Water,men,FAIL,84124832
2006,Last Holiday,ok,PASS,50095967
2006,Letters from Iwo Jima,notalk,FAIL,79468028
2006,Little Children,ok,PASS,17063043
2006,Little Miss Sunshine,ok,PASS,116216452
2006,London To Brighton,ok,PASS,705933
2006,Lucky Number Slevin,notalk,FAIL,64141457
2006,Man of the Year,notalk,FAIL,47783141
2006,Marie Antoinette,ok,PASS,70344622
2006,Miss Potter,ok,PASS,41482984
2006,Monster House,ok,PASS,163276310
2006,Nacho Libre,nowomen,FAIL,114766488
2006,Night at the Museum,ok,PASS,663982857
2006,Notes on a Scandal,ok,PASS,57503632
2006,Once,men,FAIL,21956864
2006,Open Season,notalk,FAIL,219487695
2006,Paris je t&#39;aime,dubious,FAIL,5614135
2006,Perfume: The Story of a Murderer,ok,PASS,154418394
2006,Pirates of the Caribbean: Dead Man&#39;s Chest,men,FAIL,1225855881
2006,Poseidon,men,FAIL,209979090
2006,Quinceanera,ok,PASS,2915828
2006,Rang De Basanti,ok,PASS,33746588
2006,Running with Scissors,ok,PASS,10063173
2006,She&#39;s the Man,men,FAIL,63891969
2006,Sherrybaby,dubious,FAIL,719837
2006,Shortbus,ok,PASS,2294593
2006,Silent Hill,ok,PASS,115559561
2006,Slither,ok,PASS,14944843
2006,Smokin&#39; Aces,dubious,FAIL,64779219
2006,Snakes on a Plane,ok,PASS,71683430
2006,Southland Tales,ok,PASS,421411
2006,Stick It,ok,PASS,35135878
2006,Stranger Than Fiction,ok,PASS,52282667
2006,Superman Returns,notalk,FAIL,451770741
2006,Take the Lead,ok,PASS,75578093
2006,The Ant Bully,men,FAIL,57340095
2006,The Break Up,notalk,FAIL,234562168
2006,The Da Vinci Code,notalk,FAIL,887444081
2006,The Dead Girl,ok,PASS,22971
2006,The Departed,notalk,FAIL,335803963
2006,The Devil Wears Prada,ok,PASS,377426561
2006,The Fountain,dubious,FAIL,17870505
2006,The Grudge 2,ok,PASS,81765471
2006,The History Boys,notalk,FAIL,15517247
2006,The Holiday,ok,PASS,237158227
2006,The Host,ok,PASS,67253922
2006,The Illusionist,nowomen,FAIL,96846559
2006,The Lake House,dubious,FAIL,132720223
2006,The Painted Veil,dubious,FAIL,17474248
2006,The Prestige,notalk,FAIL,124705810
2006,The Pursuit of Happyness,nowomen,FAIL,355205844
2006,The Queen,dubious,FAIL,148965821
2006,The Wind That Shakes the Barley,notalk,FAIL,29669493
2006,Ultraviolet,notalk,FAIL,23950486
2006,Volver,ok,PASS,98936014
2006,We Are Marshall,notalk,FAIL,50329573
2006,When a Stranger Calls,ok,PASS,77374176
2006,Wristcutters: A Love Story,notalk,FAIL,531824
2006,X-Men: The Last Stand,ok,PASS,530926095
2006,"You, Me and Dupree",notalk,FAIL,150718167
2006,Zoom,ok,PASS,14454606
2006,Zwartboek,ok,PASS,31481990
2005,AEon Flux,ok,PASS,57209924
2005,Assault on Precinct 13,ok,PASS,42997982
2005,Batman Begins,notalk,FAIL,445357804
2005,Beauty Shop,ok,PASS,45754431
2005,Bewitched,ok,PASS,156477397
2005,BloodRayne,dubious,FAIL,4301386
2005,Boogeyman,men,FAIL,80163307
2005,Boynton Beach Club,ok,PASS,3731178
2005,Brick,notalk,FAIL,4876515
2005,Brokeback Mountain,notalk,FAIL,207704444
2005,Capote,dubious,FAIL,59561080
2005,Charlie and the Chocolate Factory,ok,PASS,566045396
2005,Chinjeolhan geumjassi,ok,PASS,28002720
2005,Cinderella Man,men,FAIL,129491710
2005,Coach Carter,ok,PASS,91469619
2005,Constantine,notalk,FAIL,275453129
2005,Conversations with Other Women,nowomen,FAIL,1084540
2005,Corpse Bride,dubious,FAIL,136925192
2005,Cursed,ok,PASS,29962909
2005,Danny the dog,notalk,FAIL,58503506
2005,Dark Water,ok,PASS,59023039
2005,Dear Wendy,notalk,FAIL,532615
2005,Domino,ok,PASS,27403019
2005,Doom,notalk,FAIL,65154327
2005,Fantastic Four,notalk,FAIL,394556433
2005,Flightplan,ok,PASS,269275914
2005,Fun with Dick and Jane,ok,PASS,240751838
2005,"Good Night, and Good Luck.",notalk,FAIL,67510048
2005,Hard Candy,ok,PASS,9862884
2005,Harry Potter and the Goblet of Fire,notalk,FAIL,1070044630
2005,Herbie Fully Loaded,ok,PASS,171928818
2005,Hide and Seek,ok,PASS,146862958
2005,Hitch,men,FAIL,437585770
2005,Hoodwinked!,ok,PASS,131046803
2005,Hostel,notalk,FAIL,98116369
2005,Hustle &amp; Flow,dubious,FAIL,28112307
2005,Ice Princess,ok,PASS,30699527
2005,Jarhead,nowomen,FAIL,115661627
2005,Junebug,ok,PASS,4244757
2005,Just Like Heaven,ok,PASS,120123026
2005,King Kong,nowomen,FAIL,656785445
2005,Kingdom of Heaven,nowomen,FAIL,261099301
2005,Kiss Kiss Bang Bang,notalk,FAIL,15635698
2005,Lord of War,men,FAIL,74138215
2005,Madagascar,nowomen,FAIL,663994001
2005,Man of the House,ok,PASS,26365681
2005,Match Point,ok,PASS,104974897
2005,Me and You and Everyone We Know,ok,PASS,10051933
2005,Memoirs of a Geisha,ok,PASS,192687798
2005,MirrorMask,ok,PASS,1149158
2005,Miss Congeniality 2: Armed &amp; Fabulous,ok,PASS,120952557
2005,Mr. &amp; Mrs. Smith,men,FAIL,570671028
2005,Munich,notalk,FAIL,155427270
2005,North Country,ok,PASS,30093356
2005,Oliver Twist,notalk,FAIL,31819291
2005,Pride and Prejudice,ok,PASS,144259786
2005,Proof,ok,PASS,9883481
2005,Red Eye,ok,PASS,114001241
2005,Rent,ok,PASS,37784099
2005,Robots,notalk,FAIL,311023751
2005,Saw II,dubious,FAIL,182444702
2005,Serenity,ok,PASS,45949095
2005,Shopgirl,men,FAIL,14028182
2005,Sin City,ok,PASS,189398567
2005,Sisters in Law,ok,PASS,39742
2005,Sky High,ok,PASS,97384257
2005,Son of the Mask,notalk,FAIL,71484662
2005,Star Wars: Episode III - Revenge of the Sith,notalk,FAIL,1012883787
2005,Stealth,notalk,FAIL,91167710
2005,Strangers with Candy,ok,PASS,2478937
2005,Thank You for Smoking,notalk,FAIL,47741203
2005,The 40 Year Old Virgin,men,FAIL,211596412
2005,The Adventures of Sharkboy and Lavagirl 3-D,notalk,FAIL,82827477
2005,The Amityville Horror,ok,PASS,130250195
2005,The Ballad of Jack and Rose,ok,PASS,1343663
2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",ok,PASS,893351507
2005,The Constant Gardener,ok,PASS,96730885
2005,The Descent,ok,PASS,68038213
2005,The Devil&#39;s Rejects,ok,PASS,24982624
2005,The Exorcism of Emily Rose,ok,PASS,172497916
2005,The Fog,ok,PASS,44200119
2005,The Hitchhiker&#39;s Guide to the Galaxy,notalk,FAIL,124098247
2005,The Island,ok,PASS,194486964
2005,The Jacket,men,FAIL,18435915
2005,The Legend of Zorro,notalk,FAIL,168784763
2005,The New World,dubious,FAIL,31238857
2005,The Ring Two,ok,PASS,193201845
2005,The Skeleton Key,ok,PASS,110065560
2005,The Squid and the Whale,men,FAIL,13351738
2005,The Wedding Date,ok,PASS,56281383
2005,Transamerica,ok,PASS,19748472
2005,Tristram Shandy: A Cock and Bull Story,men,FAIL,3652785
2005,V for Vendetta,ok,PASS,154177511
2005,Waiting...,ok,PASS,22277835
2005,Walk the Line,ok,PASS,223941260
2005,War of the Worlds,notalk,FAIL,723976090
2005,Water,ok,PASS,9686481
2005,White Noise,notalk,FAIL,109871622
2005,"Yours, Mine and Ours",ok,PASS,86327778
2005,Zathura: A Space Adventure,nowomen,FAIL,69846769
2004,13 Going on 30,ok,PASS,118928779
2004,2046,ok,PASS,23680825
2004,50 First Dates,men,FAIL,242105970
2004,A Cinderella Story,ok,PASS,86407246
2004,A Home at the End of The World,dubious,FAIL,1274887
2004,A Very Long Engagement,ok,PASS,73506419
2004,Anchorman: The Legend of Ron Burgundy,men,FAIL,110205951
2004,Around the World in 80 Days,notalk,FAIL,88795016
2004,AVP: Alien vs. Predator,dubious,FAIL,212779439
2004,Banlieue 13,nowomen,FAIL,13821985
2004,Before Sunset,nowomen,FAIL,13927421
2004,Bridget Jones: The Edge of Reason,ok,PASS,325432881
2004,Catwoman,ok,PASS,101301096
2004,Cellular,ok,PASS,75811746
2004,Closer,ok,PASS,142404808
2004,Collateral,nowomen,FAIL,268429281
2004,Connie and Carla,ok,PASS,9924151
2004,Crash,ok,PASS,124765870
2004,D.E.B.S.,ok,PASS,119364
2004,Dawn of the Dead,ok,PASS,127577349
2004,Dodgeball: A True Underdog Story,ok,PASS,206919534
2004,Ella Enchanted,ok,PASS,28256983
2004,Eternal Sunshine of the Spotless Mind,men,FAIL,90014995
2004,Eulogy,ok,PASS,86973
2004,Finding Neverland,ok,PASS,141861709
2004,Flight of the Phoenix,nowomen,FAIL,41939879
2004,Garden State,ok,PASS,44430462
2004,Harold and Kumar Go to White Castle,ok,PASS,22475144
2004,Harry Potter and the Prisoner of  Azkaban,ok,PASS,982470644
2004,Hellboy,notalk,FAIL,123102194
2004,Home on the Range,ok,PASS,94317626
2004,I Heart Huckabees,ok,PASS,24706665
2004,"I, Robot",notalk,FAIL,429892298
2004,In Good Company,notalk,FAIL,78295110
2004,Kinsey,ok,PASS,16032690
2004,Kung Fu Hustle,nowomen,FAIL,124558238
2004,Layer Cake,notalk,FAIL,14613600
2004,Lemony Snicket&#39;s A Series of Unfortunate Events,ok,PASS,248645124
2004,Maria Full of Grace,ok,PASS,17808733
2004,Mean Girls,ok,PASS,161490339
2004,Million Dollar Baby,ok,PASS,286120974
2004,Miracle,notalk,FAIL,79509747
2004,My Summer of Love,ok,PASS,6106125
2004,Napoleon Dynamite,notalk,FAIL,56878201
2004,New York Minute,notalk,FAIL,26163275
2004,Primer,notalk,FAIL,697797
2004,Raising Helen,ok,PASS,53446952
2004,Ray,dubious,FAIL,153930950
2004,Resident Evil: Apocalypse,ok,PASS,159007986
2004,Saved!,ok,PASS,12613378
2004,Saw,men,FAIL,127137678
2004,Secret Window,notalk,FAIL,113591309
2004,Shark Tale,notalk,FAIL,453599307
2004,Shaun of the Dead,ok,PASS,37405681
2004,Shrek 2,ok,PASS,1155511754
2004,Sideways,ok,PASS,135496025
2004,Sky Captain and the World of Tomorrow,ok,PASS,61327735
2004,Spanglish,ok,PASS,67017030
2004,Spider-Man 2,notalk,FAIL,966459425
2004,Team America: World Police,men,FAIL,61998567
2004,The Aviator,notalk,FAIL,264654077
2004,The Bourne Supremacy,men,FAIL,355883988
2004,The Butterfly Effect,men,FAIL,118444284
2004,The Chronicles of Riddick,men,FAIL,132214001
2004,The Day After Tomorrow,ok,PASS,686049183
2004,The Grudge,ok,PASS,230953737
2004,The Incredibles,ok,PASS,779510522
2004,The Life Aquatic with Steve Zissou,men,FAIL,42923407
2004,The Notebook,dubious,FAIL,126127005
2004,The Phantom of the Opera,men,FAIL,195122925
2004,The Polar Express,notalk,FAIL,393449767
2004,The Princess Diaries 2: Royal Engagement,ok,PASS,150537624
2004,The Stepford Wives,ok,PASS,118660249
2004,The Terminal,notalk,FAIL,269667169
2004,The Village,ok,PASS,317721828
2004,The Whole Ten Yards,notalk,FAIL,32462531
2004,Troy,notalk,FAIL,597064223
2004,Van Helsing,ok,PASS,370143515
2004,Vera Drake,ok,PASS,16467879
2004,White Chicks,ok,PASS,137438109
2004,Wimbledon,ok,PASS,51382801
2003,2 Fast 2 Furious,notalk,FAIL,299075134
2003,21 grams,dubious,FAIL,75544402
2003,Big Fish,notalk,FAIL,156276743
2003,Bon voyage,ok,PASS,10586685
2003,Bruce Almighty,ok,PASS,612120077
2003,Charlie&#39;s Angels: Full Throttle,ok,PASS,287654957
2003,Cold Mountain,ok,PASS,204640944
2003,Cradle 2 the Grave,notalk,FAIL,71451544
2003,Daddy Day Care,ok,PASS,207999839
2003,Daredevil,nowomen,FAIL,231418562
2003,Darkness Falls,notalk,FAIL,41198066
2003,Dreamcatcher,nowomen,FAIL,95824131
2003,Final Destination 2,ok,PASS,114450037
2003,Finding Nemo,notalk,FAIL,1147664217
2003,Freaky Friday,ok,PASS,203615191
2003,Girl with a Pearl Earring,ok,PASS,54798208
2003,Goodbye Lenin!,ok,PASS,100507729
2003,Holes,men,FAIL,91644342
2003,Hollywood Homicide,notalk,FAIL,64706900
2003,House of Sand and Fog,ok,PASS,20457336
2003,How to Lose a Guy in 10 Days,men,FAIL,224198644
2003,Hulk,notalk,FAIL,310481535
2003,Identity,notalk,FAIL,104051689
2003,In the Cut,ok,PASS,29998216
2003,Jeepers Creepers II,ok,PASS,45102830
2003,Kill Bill: Vol. 1,ok,PASS,228019903
2003,Lara Croft Tomb Raider: The Cradle of Life,nowomen,FAIL,198084062
2003,"Legally Blonde 2: Red, White &amp; Blonde",ok,PASS,158690184
2003,Les triplettes de Belleville,ok,PASS,18282439
2003,Lost In Translation,dubious,FAIL,142498954
2003,Love Actually,ok,PASS,313948928
2003,Master and Commander: The Far Side of the World,nowomen,FAIL,269565280
2003,Mona Lisa Smile,ok,PASS,178778023
2003,Monster,ok,PASS,73437720
2003,Mystic River,ok,PASS,198566990
2003,Peter Pan,ok,PASS,120601727
2003,Pirates of the Caribbean: The Curse of the Black Pearl,men,FAIL,803907108
2003,Pride and Prejudice,ok,PASS,153093346
2003,S.W.A.T.,ok,PASS,262275924
2003,Scary Movie 3,ok,PASS,196496696
2003,Secondhand Lions,notalk,FAIL,60648814
2003,Shanghai Knights,notalk,FAIL,111816793
2003,Shattered Glass,men,FAIL,3713077
2003,Sinbad: Legend of the Seven Seas,men,FAIL,102259164
2003,Something&#39;s Gotta Give,dubious,FAIL,337646706
2003,Spy Kids 3-D: Game Over,ok,PASS,212515222
2003,Swimming Pool,ok,PASS,28412666
2003,Terminator 3: Rise of the Machines,ok,PASS,548289460
2003,The Core,ok,PASS,93858357
2003,The Italian Job,notalk,FAIL,223164081
2003,The Jungle Book 2,nowomen,FAIL,171812557
2003,The Last Samurai,nowomen,FAIL,578361911
2003,The League of Extraordinary Gentlemen,nowomen,FAIL,226965337
2003,The Lord of the Rings: The Return of the King,notalk,FAIL,1445122625
2003,The Matrix Reloaded,ok,PASS,935102616
2003,The Matrix Revolutions,ok,PASS,537149747
2003,The Missing,ok,PASS,48432173
2003,The School of Rock,dubious,FAIL,166061455
2003,Thirteen,ok,PASS,12035418
2003,Timeline,notalk,FAIL,33808553
2003,Undead,ok,PASS,290250
2003,Underworld,dubious,FAIL,121175229
2003,Wrong Turn,ok,PASS,36272829
2003,X2 (X-Men 2),ok,PASS,516198274
2002,25th Hour,men,FAIL,32825657
2002,28 Days Later...,ok,PASS,107442412
2002,8 femmes,ok,PASS,54885065
2002,8 Mile,notalk,FAIL,314630213
2002,About Schmidt,notalk,FAIL,137060380
2002,Adaptation,dubious,FAIL,29139615
2002,All or Nothing,ok,PASS,238643
2002,Antwone Fisher,notalk,FAIL,30265212
2002,Austin Powers in Goldmember,notalk,FAIL,379148984
2002,Bend It Like Beckham,ok,PASS,99379590
2002,Blade II,notalk,FAIL,199896148
2002,Blue Crush,ok,PASS,66855105
2002,Cabin Fever,ok,PASS,39310844
2002,Carrie,ok,PASS,110092382
2002,Catch Me If You Can,notalk,FAIL,454746230
2002,Chicago,ok,PASS,398510478
2002,Crossroads,ok,PASS,73825215
2002,Death to Smoochy,men,FAIL,10845911
2002,Die Another Day,men,FAIL,559442481
2002,Drumline,notalk,FAIL,73045727
2002,Equilibrium,notalk,FAIL,6923858
2002,Far from Heaven,ok,PASS,37596351
2002,Frida,men,FAIL,72155308
2002,Funny Ha Ha,ok,PASS,99819
2002,Gangs of New York,notalk,FAIL,246602123
2002,Gerry,nowomen,FAIL,329860
2002,Harry Potter and the Chamber of Secrets,ok,PASS,1138436153
2002,High Crimes,ok,PASS,82607955
2002,I Spy,notalk,FAIL,78073173
2002,Ice Age,nowomen,FAIL,500089862
2002,Igby Goes Down,men,FAIL,6187673
2002,Insomnia,notalk,FAIL,147161499
2002,Lilo and Stitch,ok,PASS,318355051
2002,Maid in Manhattan,ok,PASS,212199853
2002,May,ok,PASS,644143
2002,Men in Black II,notalk,FAIL,572168477
2002,Minority Report,notalk,FAIL,464742312
2002,Mr Deeds,men,FAIL,221824742
2002,My Big Fat Greek Wedding,ok,PASS,456217193
2002,Panic Room,ok,PASS,254254517
2002,Phone Booth,notalk,FAIL,126716628
2002,Queen of the Damned,ok,PASS,39254038
2002,Rabbit-Proof Fence,ok,PASS,21845695
2002,Real Women Have Curves,ok,PASS,7580935
2002,Red Dragon,notalk,FAIL,267396769
2002,Reign of Fire,notalk,FAIL,106399210
2002,Resident Evil,ok,PASS,134423285
2002,Scooby-Doo,ok,PASS,357850459
2002,Signs,notalk,FAIL,528777236
2002,Snow Dogs,notalk,FAIL,151403896
2002,Solaris,notalk,FAIL,19388882
2002,Spider-Man,notalk,FAIL,1064074398
2002,Spirit: Stallion of the Cimarron,nowomen,FAIL,137956416
2002,Spun,ok,PASS,1324514
2002,Spy Kids 2: Island of Lost Dreams,ok,PASS,155060534
2002,Star Trek: Nemesis,notalk,FAIL,87182173
2002,Star Wars: Episode II - Attack of the Clones,dubious,FAIL,850538512
2002,The Adventures of Pluto Nash,men,FAIL,9189290
2002,The Banger Sisters,ok,PASS,49303870
2002,The Bourne Identity,notalk,FAIL,276261727
2002,The Dangerous Lives of Altar Boys,notalk,FAIL,2304492
2002,The Good Girl,ok,PASS,21831701
2002,The Hours,ok,PASS,125671845
2002,The Importance of Being Earnest,ok,PASS,10851194
2002,The Lord of the Rings: The Two Towers,notalk,FAIL,1200694576
2002,The Powerpuff Girls,ok,PASS,21274227
2002,The Quiet American,men,FAIL,34125645
2002,The Ring,ok,PASS,321487424
2002,The Rules of Attraction,dubious,FAIL,15281897
2002,The Santa Clause 2,notalk,FAIL,223840454
2002,The Sweetest Thing,ok,PASS,57808305
2002,The Transporter,nowomen,FAIL,56895840
2002,The Tuxedo,nowomen,FAIL,135255080
2002,Treasure Planet,notalk,FAIL,118897452
2002,Tuck Everlasting,ok,PASS,25054743
2002,Two Weeks Notice,ok,PASS,257796757
2002,We Were Soldiers,ok,PASS,148502998
2002,Whale Rider,ok,PASS,51667906
2002,White Oleander,ok,PASS,28050694
2002,xXx,notalk,FAIL,346071886
2001,A Beautiful Mind,notalk,FAIL,418002230
2001,A Knight&#39;s Tale,men,FAIL,132403823
2001,Along Came A Spider,ok,PASS,138373157
2001,American Outlaws,notalk,FAIL,17454678
2001,Antitrust,men,FAIL,23507863
2001,Artificial Intelligence: AI,notalk,FAIL,310408061
2001,Atlantis: The Lost Empire,notalk,FAIL,244811851
2001,Black Hawk Down,nowomen,FAIL,210128869
2001,Blow,notalk,FAIL,109586673
2001,Bridget Jones&#39;s Diary,ok,PASS,370446373
2001,Don&#39;t Say A Word,ok,PASS,137490616
2001,Donnie Darko,dubious,FAIL,10127447
2001,Dr. Dolittle 2,ok,PASS,231722738
2001,Evolution,ok,PASS,129402834
2001,From Hell,dubious,FAIL,90414888
2001,Ghost World,ok,PASS,11528926
2001,Gosford Park,ok,PASS,54344576
2001,Hannibal,ok,PASS,460678038
2001,Harry Potter and the Sorcerer&#39;s Stone,ok,PASS,1282627914
2001,Hedwig and the Angry Inch,ok,PASS,4794811
2001,High Heels and Low Lifes,ok,PASS,298423
2001,Impostor,nowomen,FAIL,8045394
2001,Jason X,ok,PASS,22305955
2001,Jay and Silent Bob Strike Back,ok,PASS,44426118
2001,Jeepers Creepers,ok,PASS,77554691
2001,Josie and the Pussycats,ok,PASS,18754529
2001,Kate &amp; Leopold,men,FAIL,93343188
2001,Kiss of the Dragon,notalk,FAIL,48467177
2001,Kissing Jessica Stein,ok,PASS,11621399
2001,L.I.E.,notalk,FAIL,1501334
2001,Lara Croft: Tomb Raider,nowomen,FAIL,361389438
2001,Legally Blonde,ok,PASS,186599109
2001,Lovely and Amazing,ok,PASS,6178924
2001,Monkeybone,dubious,FAIL,7118091
